Repository URL,APK Paths,APK Count,Folder Path
https://github.com/pattrickrice/Coffee-Brew-Guide,App/CoffeeBrewGuide/app/app-release.apk,1,H:\src_with_apk\pattrickrice_Coffee-Brew-Guide
https://github.com/vnidens/ClickableEditText,sample/sample.apk,1,H:\src_with_apk\vnidens_ClickableEditText
https://github.com/guvery/NotifyMe,app/app-debug.apk,1,H:\src_with_apk\guvery_NotifyMe
https://github.com/cng1985/tasks,app/app-release.apk,1,H:\src_with_apk\cng1985_tasks
https://github.com/vishalkuo/philsTonight,PhilsTonight/app/app-release.apk,1,H:\src_with_apk\vishalkuo_philsTonight
https://github.com/godsid/AndroidDogDogLover,dogdoglover/dogdoglover-1.2.apk,1,H:\src_with_apk\godsid_AndroidDogDogLover
https://github.com/SRCH2/hello-srch2-android-sdk,SRCH2-AndroidApp/out/production/SRCH2/SRCH2.apk,1,H:\src_with_apk\SRCH2_hello-srch2-android-sdk
https://github.com/cubei/FlappyCow,"FlappyCow_release.apk, app/release/app-release.apk",2,H:\src_with_apk\cubei_FlappyCow
https://github.com/yzacarias/geekjunior,app/app-release.apk,1,H:\src_with_apk\yzacarias_geekjunior
https://github.com/relisher/LanguageLogReader,"app/build/outputs/apk/app-debug-unaligned.apk, app/build/outputs/apk/app-debug.apk",2,H:\src_with_apk\relisher_LanguageLogReader
https://github.com/omar2112/fbtreetourapp,app/app-release.apk,1,H:\src_with_apk\omar2112_fbtreetourapp
https://github.com/JediMaster93/Android-Wake-On-Lan,app/app-release.apk,1,H:\src_with_apk\JediMaster93_Android-Wake-On-Lan
https://github.com/myieye/german-verbs,app/app-release.apk,1,H:\src_with_apk\myieye_german-verbs
https://github.com/blessingoraz/Akwukwo,app/app-release.apk,1,H:\src_with_apk\blessingoraz_Akwukwo
https://github.com/chepe263/comicdroid-noads,"outputs/apk/droidcomicviewer-debug-unaligned.apk, outputs/apk/droidcomicviewer-debug.apk",2,H:\src_with_apk\chepe263_comicdroid-noads
https://github.com/marcodeppe/mathgirl,app-release.apk,1,H:\src_with_apk\marcodeppe_mathgirl
https://github.com/moinoue/MentalMath,mental-math.apk,1,H:\src_with_apk\moinoue_MentalMath
https://github.com/ivofernandes/thunderwarn,mobile/mobile-release.apk,1,H:\src_with_apk\ivofernandes_thunderwarn
https://github.com/Zuljka/CodersNotebook,app/app-release.apk,1,H:\src_with_apk\Zuljka_CodersNotebook
https://github.com/The1andONLYdave/fireinstaller,"app/app-donateVersion-release.apk, app/app-vanilla-release.apk",2,H:\src_with_apk\The1andONLYdave_fireinstaller
https://github.com/andreamontanari/PlaceHolder,PlaceHolder/bin/PlaceHolder.apk,1,H:\src_with_apk\andreamontanari_PlaceHolder
https://github.com/yinsujun11/myDemo,bin/MyDemo.apk,1,H:\src_with_apk\yinsujun11_myDemo
https://github.com/afollestad/drag-select-recyclerview,sample/sample.apk,1,H:\src_with_apk\afollestad_drag-select-recyclerview
https://github.com/danwallach/XStopwatchComplication,"releases/alpha1-release.apk, releases/alpha2-release.apk, releases/release1.apk, releases/release1a.apk, releases/release1b.apk",5,H:\src_with_apk\danwallach_XStopwatchComplication
https://github.com/shaobin0604/HeartbeatFixerForGCM,"release/app-release-v1.0-b20150325.apk, release/app-release-v1.3-b201810300.apk, release/app-release-v1.6-b201810600.apk",3,H:\src_with_apk\shaobin0604_HeartbeatFixerForGCM
https://github.com/jgilfelt/SystemBarTint,sample/sample-release.apk,1,H:\src_with_apk\jgilfelt_SystemBarTint
https://github.com/mrwii/CarouselViewPager,app/CarouselViewPager.apk,1,H:\src_with_apk\mrwii_CarouselViewPager
https://github.com/WorldofJARcraft/Kanu-s.a.M.-App,"app-release.apk, app/app-release.apk",2,H:\src_with_apk\WorldofJARcraft_Kanu-s.a.M.-App
https://github.com/jcolladosp/PimPam,app/app-release.apk,1,H:\src_with_apk\jcolladosp_PimPam
https://github.com/KentShikama/SoundLocker,app/app-release.apk,1,H:\src_with_apk\KentShikama_SoundLocker
https://github.com/mayurbhangale/SKNSITS-Techtonic-2016,app-release.apk,1,H:\src_with_apk\mayurbhangale_SKNSITS-Techtonic-2016
https://github.com/sukso96100/programmers-proverbs-android,app/app-release.apk,1,H:\src_with_apk\sukso96100_programmers-proverbs-android
https://github.com/MPDL/LabCam,dist/Labcam.apk,1,H:\src_with_apk\MPDL_LabCam
https://github.com/etp404/frenchverbinator,app/app-release.apk,1,H:\src_with_apk\etp404_frenchverbinator
https://github.com/MacroYau/Blue2Serial,app/Blue2Serial.apk,1,H:\src_with_apk\MacroYau_Blue2Serial
https://github.com/PxPert/RemoteExecuter,apk/RemoteExecuter-Debug-1.1.apk,1,H:\src_with_apk\PxPert_RemoteExecuter
https://github.com/mrhenrike/DroidHouse,Android/APK/droidhouse-release-1.0.apk,1,H:\src_with_apk\mrhenrike_DroidHouse
https://github.com/calintat/explorer,app/app-release.apk,1,H:\src_with_apk\calintat_explorer
https://github.com/nciric/NDFilter,app/app-release.apk,1,H:\src_with_apk\nciric_NDFilter
https://github.com/buglabs/dweet-apps,"Android/AndroidSensor/app/app-release.apk, Android/BugDweetSensorGateway/app/app-release.apk",2,H:\src_with_apk\buglabs_dweet-apps
https://github.com/tiagosilva1702/PreventCataclysmSystems,android/app/app-release.apk,1,H:\src_with_apk\tiagosilva1702_PreventCataclysmSystems
https://github.com/gdmalet/grtransit,"bin/grtransit-v0.9.apk, bin/grtransit-v0.91.apk, bin/grtransit-v0.92.apk, bin/grtransit-v0.94.apk, bin/grtransit-v0.95.9.apk, bin/grtransit-v0.95.apk, bin/grtransit-v0.96.apk, bin/grtransit-v0.97.1.apk, bin/grtransit-v0.97.2.apk, bin/grtransit-v0.97.3.apk, bin/grtransit-v0.97.9.apk, bin/grtransit-v0.97.apk, bin/grtransit-v0.97a.apk, bin/grtransit-v0.98.1.apk, bin/grtransit-v0.98.2.apk, bin/grtransit-v0.98.3.apk, bin/grtransit-v0.98.4.apk, bin/grtransit-v0.98.5.apk, bin/grtransit-v0.98.apk, bin/grtransit-v1.0.apk, bin/grtransit-v1.1.1.apk, bin/grtransit-v1.1.2.apk, bin/grtransit-v1.1.apk, bin/grtransit-v1.2.apk, bin/grtransit-v1.3.apk, bin/grtransit-v1.4.apk, bin/grtransit-v1.5.apk, bin/grtransit-v1.6.apk, bin/grtransit-v1.7.1.apk, bin/grtransit-v1.7.2.apk, bin/grtransit-v1.7.apk, bin/grtransit-v1.8.apk, bin/grtransit-v2.0.apk, bin/grtransit-v2.1.1.apk, bin/grtransit-v2.1.2.apk, bin/grtransit-v2.1.apk",36,H:\src_with_apk\gdmalet_grtransit
https://github.com/mwohlert/vcardio,"app/build/outputs/apk/app-debug-unaligned.apk, app/build/outputs/apk/app-debug.apk",2,H:\src_with_apk\mwohlert_vcardio
https://github.com/Wojtechnology/Sunami,SunApp/app/app-release.apk,1,H:\src_with_apk\Wojtechnology_Sunami
https://github.com/qgadrian/Leavemealone,Leavemealone/Leavemealone.apk,1,H:\src_with_apk\qgadrian_Leavemealone
https://github.com/EvilInsultGenerator/android-app,app/release/com.evilinsult-v3.7-release.apk,1,H:\src_with_apk\EvilInsultGenerator_android-app
https://github.com/OneCivilization/MyWorld,MyOptimize/MyOptimize-release.apk,1,H:\src_with_apk\OneCivilization_MyWorld
https://github.com/buwx/BuWX,app/buwx.apk,1,H:\src_with_apk\buwx_BuWX
https://github.com/v1ta/DeepGreen,"app/app-release.apk, app/build/outputs/apk/DeepGreen.apk, app/build/outputs/apk/app-debug-unaligned.apk, app/build/outputs/apk/app-debug.apk, app/build/outputs/apk/app-release-unaligned.apk",5,H:\src_with_apk\v1ta_DeepGreen
https://github.com/mAlaliSy/MyFinancialAssistant,app/app-release.apk,1,H:\src_with_apk\mAlaliSy_MyFinancialAssistant
https://github.com/nana4rider/ContactLensTimer,app/app-release.apk,1,H:\src_with_apk\nana4rider_ContactLensTimer
https://github.com/martinmarinov/AndroidDvbDriver,app/app-release.apk,1,H:\src_with_apk\martinmarinov_AndroidDvbDriver
https://github.com/alphenyx/bb,app/app-release.apk,1,H:\src_with_apk\alphenyx_bb
https://github.com/mofosyne/NFCMessageBoard,"app/app-release.apk, app/release/app-release.apk",2,H:\src_with_apk\mofosyne_NFCMessageBoard
https://github.com/sandy2711323/SiteToAndroidApp,"app/app-release.apk, app/release/app-release.apk",2,H:\src_with_apk\sandy2711323_SiteToAndroidApp
https://github.com/zawadz88/material-activity-chooser,"test-apks/AndroidPdfViewer_1_0_1.apk, test-apks/FakeFacebook.apk, test-apks/FakeGmail.apk",3,H:\src_with_apk\zawadz88_material-activity-chooser
https://github.com/0kstudios/TicTacGo,"app/app-release.apk, app/build/outputs/apk/app-release-unaligned.apk",2,H:\src_with_apk\0kstudios_TicTacGo
https://github.com/Mnkai/CurrencyInfo-PaletteAPI,app/app-release.apk,1,H:\src_with_apk\Mnkai_CurrencyInfo-PaletteAPI
https://github.com/herbeth1u/VNDB-Android,app/app-release.apk,1,H:\src_with_apk\herbeth1u_VNDB-Android
https://github.com/appteam-nith/Hillffair,app/app-release.apk,1,H:\src_with_apk\appteam-nith_Hillffair
https://github.com/oSoc14/Artoria,app/app-release.apk,1,H:\src_with_apk\oSoc14_Artoria
https://github.com/jjanicki/FartCover,FartCover.apk,1,H:\src_with_apk\jjanicki_FartCover
https://github.com/David-Development/H-BRS-Android-Stundenplan,app/app-release.apk,1,H:\src_with_apk\David-Development_H-BRS-Android-Stundenplan
https://github.com/superibk/BloleanAlgebraicSimplifier,app/app-release.apk,1,H:\src_with_apk\superibk_BloleanAlgebraicSimplifier
https://github.com/bilal-rashid/Lazy-Switches,app/app-release.apk,1,H:\src_with_apk\bilal-rashid_Lazy-Switches
https://github.com/mo271/guessaday,"Guessaday.apk, release/app-release.apk",2,H:\src_with_apk\mo271_guessaday
https://github.com/almiso/U4U,app/app-release.apk,1,H:\src_with_apk\almiso_U4U
https://github.com/asifali22/Focus-Android-App,FOCUS.apk,1,H:\src_with_apk\asifali22_Focus-Android-App
https://github.com/ShawnBaker/RPiCameraViewer,"apk/rpicam_1_0.apk, apk/rpicam_1_1.apk, apk/rpicam_1_2.apk, apk/rpicam_1_3.apk, apk/rpicam_1_4.apk, apk/rpicam_1_5.apk, apk/rpicam_1_6.apk",7,H:\src_with_apk\ShawnBaker_RPiCameraViewer
https://github.com/jrdnull/HexWatch,"mobile/mobile-release.apk, mobile/wear-release.apk",2,H:\src_with_apk\jrdnull_HexWatch
https://github.com/ravirahman/Milton-Mobile-Android,app/app-debug.apk,1,H:\src_with_apk\ravirahman_Milton-Mobile-Android
https://github.com/Sonelli/android-keywatcher,KeyWatcher-1.0.apk,1,H:\src_with_apk\Sonelli_android-keywatcher
https://github.com/grueni75/GeoDiscoverer,"Source/Cockpit/GeoDashboard/export/debug/GeoDashboardDebug20230617.apk, Source/Cockpit/GeoDashboard/export/debug/GeoDashboardDebug20230625.apk, Source/Cockpit/GeoDashboard/export/debug/GeoDashboardDebug20230626.apk, Source/Cockpit/GeoDashboard/export/release/GeoDashboard20150526.apk, Source/Cockpit/GeoDashboard/export/release/GeoDashboard20150527.apk, Source/Cockpit/GeoDashboard/export/release/GeoDashboard20161230.apk, Source/Cockpit/GeoDashboard/export/release/GeoDashboard20200612.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20200907.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20201121.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20210720.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20210826.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20211114.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220110.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220113.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220118.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220119.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220122.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220123.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220125.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220126.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220129.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220130.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220201.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220202.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220203.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220204.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220207.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220208.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220214.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220216.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220217.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220220.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220228.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220302.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220305.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220307.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220410.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220411.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220726.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220731.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220801.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220813.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220814.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220815.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220817.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220821.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220822.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220823.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220824.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220826.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220831.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220916.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220917.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20220920.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221001.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221012.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221013.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221015.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221016.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221022.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221027.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221030.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221117.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221119.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221218.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221229.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221230.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20221231.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20230313.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20230321.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20230421.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20230506.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20230509.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20230715.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20230805.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20230912.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20231015.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20240104.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20240204.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20240325.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20240326.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20240328.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererMobileDebug20240330.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20200907.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20201027.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20210814.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20210922.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20211114.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20211211.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20211219.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220109.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220112.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220113.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220114.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220117.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220118.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220119.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220122.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220123.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220129.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220130.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220202.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220206.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220214.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220216.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220217.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220220.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220228.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220302.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220306.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220410.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220411.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220726.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220731.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220813.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220814.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220821.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220824.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220916.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20220920.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20221001.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20221013.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20221016.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20221022.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20221027.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20221117.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20221218.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20221230.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20230315.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20230331.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20230509.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20230911.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20231015.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20231125.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20231228.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20240204.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20240325.apk, Source/Platform/Target/Android/export/debug/GeoDiscovererWearDebug20240330.apk, Source/Platform/Target/Android/export/release/GeoDiscoverer20151223.apk, Source/Platform/Target/Android/export/release/GeoDiscoverer20160217.apk, Source/Platform/Target/Android/export/release/GeoDiscovererMobile20161230.apk, Source/Platform/Target/Android/export/release/GeoDiscovererMobile20170815.apk, Source/Platform/Target/Android/export/release/GeoDiscovererMobileRelease20180312.apk, Source/Platform/Target/Android/export/release/GeoDiscovererMobileRelease20181223.apk, Source/Platform/Target/Android/export/release/GeoDiscovererWear20161230.apk, Source/Platform/Target/Android/export/release/GeoDiscovererWear20170615.apk, Source/Platform/Target/Android/export/release/GeoDiscovererWear20170815.apk, Source/Platform/Target/Android/export/release/GeoDiscovererWearRelease20180312.apk, Source/Platform/Target/Android/export/release/GeoDiscovererWearRelease20181223.apk",149,H:\src_with_apk\grueni75_GeoDiscoverer
https://github.com/CODA-Masters/Pong-Tutorial,android/android-release.apk,1,H:\src_with_apk\CODA-Masters_Pong-Tutorial
https://github.com/appteam-nith/festnimbus,"app/nimbus v6.apk, app/nimbus v7.apk",2,H:\src_with_apk\appteam-nith_festnimbus
https://github.com/JasonCromer/CSHelper,app/app-release.apk,1,H:\src_with_apk\JasonCromer_CSHelper
https://github.com/charmicat/MyChime,"stuff/MyChime.apk, stuff/MyChime_unsg.apk, stuff/myChime/myChime-release.apk",3,H:\src_with_apk\charmicat_MyChime
https://github.com/NijzinkM/ListLock,app/app-release.apk,1,H:\src_with_apk\NijzinkM_ListLock
https://github.com/icebox-creations/RecipeComposer,"RecipeComposer-RecipeComposer.apk, RecipeComposer/RecipeComposer-RecipeComposer.apk",2,H:\src_with_apk\icebox-creations_RecipeComposer
https://github.com/digantDj/Gifff-Talk,"TMessagesProj/TMessagesProj-arm-release.apk, TMessagesProj/TMessagesProj-armv7-release.apk, TMessagesProj/TMessagesProj-fat-release.apk, TMessagesProj/TMessagesProj-x86-release.apk",4,H:\src_with_apk\digantDj_Gifff-Talk
https://github.com/dearmohseen/simpleclock,simpleclock/simpleclock-release.apk,1,H:\src_with_apk\dearmohseen_simpleclock
https://github.com/gorrotowi/BitsoPriceChecker,"app/BitsoPriceChecker.apk, app/BitsoTicker.apk, app/BitsoTicker1.1.1.apk, app/BitsoTicker1.1.apk",4,H:\src_with_apk\gorrotowi_BitsoPriceChecker
https://github.com/MeilCli/SojoBus,app/app-release.apk,1,H:\src_with_apk\MeilCli_SojoBus
https://github.com/CSEASET/ForYouApp,app/app-release.apk,1,H:\src_with_apk\CSEASET_ForYouApp
https://github.com/ReCodEx/android-app,app/app-release.apk,1,H:\src_with_apk\ReCodEx_android-app
https://github.com/PawelBor/Year-4-Offer,Android/app/app-release.apk,1,H:\src_with_apk\PawelBor_Year-4-Offer
https://github.com/huntergdavis/json_resume,apk/app-release.apk,1,H:\src_with_apk\huntergdavis_json_resume
https://github.com/stopbystop/sbs-app,src/react/native/android/app/build/outputs/apk/app-debug.apk,1,H:\src_with_apk\stopbystop_sbs-app
https://github.com/AntriKodSoft/ColorHub,"app/app-release.apk, app/release/app-release.apk",2,H:\src_with_apk\AntriKodSoft_ColorHub
https://github.com/OnlyInAmerica/BART,BART.apk,1,H:\src_with_apk\OnlyInAmerica_BART
https://github.com/JorgePadilla/hrn,"hrn/build/outputs/apk/hrn-debug.apk, hrn/hrn-release.apk",2,H:\src_with_apk\JorgePadilla_hrn
https://github.com/selcukcihan/teknoseyir,app/app-release.apk,1,H:\src_with_apk\selcukcihan_teknoseyir
https://github.com/CrowdData/iitb-life-app-wrapper,"app/iitb-life-2.0.apk, app/iitb-life.apk",2,H:\src_with_apk\CrowdData_iitb-life-app-wrapper
https://github.com/juliorendon/ganaralaonce,app/app-release.apk,1,H:\src_with_apk\juliorendon_ganaralaonce
https://github.com/KonradJanica/aMatch,aMatch-release.apk,1,H:\src_with_apk\KonradJanica_aMatch
https://github.com/zerohope/Android-AlarmManagerClock,app/app-release.apk,1,H:\src_with_apk\zerohope_Android-AlarmManagerClock
https://github.com/icasdri/tuhi-android,app/app-release.apk,1,H:\src_with_apk\icasdri_tuhi-android
https://github.com/sebastiannielsen/QRSA,app/QRSAAuthentication/app/app-release.apk,1,H:\src_with_apk\sebastiannielsen_QRSA
https://github.com/Samsung/ColorPatternTracker,"Executables/PatternTracker.apk, Executables/TrackerGearVR.apk",2,H:\src_with_apk\Samsung_ColorPatternTracker
https://github.com/torch2424/Feather,"app/app-release.apk, app/build/generated/res/microapk/debug/raw/android_wear_micro_apk.apk, app/build/generated/res/microapk/release/raw/android_wear_micro_apk.apk, app/build/intermediates/res/release/raw/android_wear_micro_apk.apk, app/build/outputs/apk/app-debug-unaligned.apk, app/build/outputs/apk/app-debug.apk, app/build/outputs/apk/app-release-unaligned.apk, app/featherwear-release.apk",8,H:\src_with_apk\torch2424_Feather
https://github.com/programacion2VideojuegosUM2015/practicos,mario_cortijo/Proyecto Final - Shadow Warriors/Shadow-Warriors-android.apk,1,H:\src_with_apk\programacion2VideojuegosUM2015_practicos
https://github.com/jedaika/CubicNotesFree,"app/app-release.apk, app/build/outputs/apk/app-debug-unaligned.apk, app/build/outputs/apk/app-debug.apk",3,H:\src_with_apk\jedaika_CubicNotesFree
https://github.com/SCratORS/FlashBlinkService,"FlashBlinkService_1_91.apk, FlashBlinkService_v1.9.apk",2,H:\src_with_apk\SCratORS_FlashBlinkService
https://github.com/nilesh14/FMC,"Audio/app/build/outputs/apk/app-debug-unaligned.apk, Audio/app/build/outputs/apk/app-debug.apk",2,H:\src_with_apk\nilesh14_FMC
https://github.com/OhmGeek/Durhack,AndroidApp/app/app-release.apk,1,H:\src_with_apk\OhmGeek_Durhack
https://github.com/fenimore/keionline,app/app-release.apk,1,H:\src_with_apk\fenimore_keionline
https://github.com/Victor-DS/Dictionary-for-Android,app/app-release.apk,1,H:\src_with_apk\Victor-DS_Dictionary-for-Android
https://github.com/JMedinilla/Netbour,APK/Netbour.apk,1,H:\src_with_apk\JMedinilla_Netbour
https://github.com/javiersantos/AppUpdater,app/sample.apk,1,H:\src_with_apk\javiersantos_AppUpdater
https://github.com/EspLight/EspLight-APP,"app/app-release.apk, app/build/outputs/apk/app-debug-unaligned.apk, app/build/outputs/apk/app-debug.apk, app/build/outputs/apk/app-release-unaligned.apk",4,H:\src_with_apk\EspLight_EspLight-APP
https://github.com/avenwu/jk-address-book,doc/app-release-1.0.0.apk,1,H:\src_with_apk\avenwu_jk-address-book
